label,left_id,left_title,left_authors,left_venue,left_year,right_id,right_title,right_authors,right_venue,right_year
0,1829,open object database management systems,,,1994.0,20624,distributed database management 1978.0,jb rothnie,"vldb ,",
0,1840,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,20624,distributed database management 1978.0,jb rothnie,"vldb ,",
0,1841,database management systems and the internet vldb,s malaika,,1996.0,20624,distributed database management 1978.0,jb rothnie,"vldb ,",
0,570,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997.0,20624,distributed database management 1978.0,jb rothnie,"vldb ,",
0,707,"the network is the database : data management for highly distributed systems j navas , m wynblatt sigmod conference",,,2001.0,20624,distributed database management 1978.0,jb rothnie,"vldb ,",
0,1926,document management as a database problem r bayer vldb,,,1995.0,20624,distributed database management 1978.0,jb rothnie,"vldb ,",
0,1829,open object database management systems,,,1994.0,43016,"effects of locking granularity in a database management system acm transactions on database systems , 1977.0","dr ries , m stonebraker",,
0,1829,open object database management systems,,,1994.0,48858,on the selection of access paths in a data base system . database management,h wedekind,proc . ifip working conference on data base management .,
0,1841,database management systems and the internet vldb,s malaika,,1996.0,48858,on the selection of access paths in a data base system . database management,h wedekind,proc . ifip working conference on data base management .,
0,1829,open object database management systems,,,1994.0,44135,"transaction management in an object-oriented database system , acm sigmod int j garza , w kim",,"conf . on management of data , chicago , illinois ,",
0,1683,the algres testbed of chimera : an active object-oriented database system 1995,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,,44135,"transaction management in an object-oriented database system , acm sigmod int j garza , w kim",,"conf . on management of data , chicago , illinois ,",
0,132,"naos - efficient and modular reactive capabilities in an object-oriented database system c collet , t coupaye , t svensen vldb 1994",,,,44135,"transaction management in an object-oriented database system , acm sigmod int j garza , w kim",,"conf . on management of data , chicago , illinois ,",
0,1821,unisql/x unified relational and object-oriented database system w kim,,sigmod conference,1994.0,44135,"transaction management in an object-oriented database system , acm sigmod int j garza , w kim",,"conf . on management of data , chicago , illinois ,",
0,1829,open object database management systems,,,1994.0,3034,"wk im . multimedia information management in an object-oriented database system proc . very large data bases ,",d woelk,,
0,151,odefs : a file system interface to an object-oriented database vldb 1994,"n gehani , h jagadish , w roome",,,3034,"wk im . multimedia information management in an object-oriented database system proc . very large data bases ,",d woelk,,
0,2564,index configuration in object-oriented databases 1994,e bertino,vldb j.,,3034,"wk im . multimedia information management in an object-oriented database system proc . very large data bases ,",d woelk,,
0,1127,"the wasa2 object-oriented workflow management system g vossen , m weske 1999",,sigmod conference,,3034,"wk im . multimedia information management in an object-oriented database system proc . very large data bases ,",d woelk,,
0,1049,"the ccube constraint object-oriented database system a brodsky , v segal , j chen , p exarkhopoulo",,sigmod conference,1999.0,3034,"wk im . multimedia information management in an object-oriented database system proc . very large data bases ,",d woelk,,
0,1829,open object database management systems,,,1994.0,13622,"efficient incremental garbage collection for client-server object database systems l amsaleg , m franklin 1995.0",,"vldb ,",
1,1923,"efficient incremental garbage collection for client-server object database systems l amsaleg , m franklin , o gruber vldb 1995",,,,13622,"efficient incremental garbage collection for client-server object database systems l amsaleg , m franklin 1995.0",,"vldb ,",
0,1829,open object database management systems,,,1994.0,59362,view management in distributed data base systems 1983.0,"e bertino , lm haas , bg lindsay","vldb ,",
0,1944,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003.0,59362,view management in distributed data base systems 1983.0,"e bertino , lm haas , bg lindsay","vldb ,",
0,2030,locating data sources in large distributed systems vldb,"l galanis , y wang , s jeffery , d dewitt",,2003.0,59362,view management in distributed data base systems 1983.0,"e bertino , lm haas , bg lindsay","vldb ,",
0,2396,"view management in multimedia databases k candan , e lemar , v subrahmanian 2000",,vldb j.,,59362,view management in distributed data base systems 1983.0,"e bertino , lm haas , bg lindsay","vldb ,",
0,570,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997.0,59362,view management in distributed data base systems 1983.0,"e bertino , lm haas , bg lindsay","vldb ,",
0,758,the mariposa distributed database management system sigmod record,j sidell,,1996.0,59362,view management in distributed data base systems 1983.0,"e bertino , lm haas , bg lindsay","vldb ,",
0,2513,building knowledge base management systems 1996,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,,59362,view management in distributed data base systems 1983.0,"e bertino , lm haas , bg lindsay","vldb ,",
0,2185,grid data management systems & services,,,2003.0,59362,view management in distributed data base systems 1983.0,"e bertino , lm haas , bg lindsay","vldb ,",
0,2528,mariposa : a wide-area distributed database system 1996,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,,59362,view management in distributed data base systems 1983.0,"e bertino , lm haas , bg lindsay","vldb ,",
0,1829,open object database management systems,,,1994.0,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,1842,dwms : data warehouse management system n mohan 1996,,vldb,,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,1840,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,1841,database management systems and the internet vldb,s malaika,,1996.0,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,570,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997.0,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,1264,"the araneus web-base management system g mecca , p atzeni , a masci , p merialdo , g sindoni sigmod conference 1998",,,,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,758,the mariposa distributed database management system sigmod record,j sidell,,1996.0,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,783,"acm multimedia '94 conference workshop on multimedia database management systems p berra , k nwosu , b thuraisingham 1995",,sigmod record,,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,657,"unisql 's next-generation object-relational database management system a d'andrea , p janus sigmod record",,,1996.0,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,2513,building knowledge base management systems 1996,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,2185,grid data management systems & services,,,2003.0,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,1776,"is web-site management a database problem ? d florescu , a levy , d suciu 1998",,vldb,,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,2468,anatomy of a native xml base management system vldb j.,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",,2002.0,23948,"extensible database management systems mj carey , lm haas sigmod record ,",,,1990.0
0,1829,open object database management systems,,,1994.0,3916,the araneus web-base management system,"p atzeni , g mecca , p merialdo , a masci , g sindoni","proc . int . conf . sigmod ,",
0,1840,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,3916,the araneus web-base management system,"p atzeni , g mecca , p merialdo , a masci , g sindoni","proc . int . conf . sigmod ,",
0,1829,open object database management systems,,,1994.0,37039,"data placement in parallel database systems s zhou , mh williams",,,
0,2437,"data partitioning and load balancing in parallel disk systems p scheuermann , g weikum , p zabback",,vldb j.,1998.0,37039,"data placement in parallel database systems s zhou , mh williams",,,
0,17,"managing intra-operator parallelism in parallel database systems m mehta , d dewitt vldb",,,1995.0,37039,"data placement in parallel database systems s zhou , mh williams",,,
0,1796,dynamic load balancing in hierarchical parallel database systems 1996,"l bouganim , d florescu , p valduriez",vldb,,37039,"data placement in parallel database systems s zhou , mh williams",,,
0,1957,dynamic multi-resource load balancing in parallel database systems vldb,"e rahm , r marek",,1995.0,37039,"data placement in parallel database systems s zhou , mh williams",,,
0,2515,"data placement in shared-nothing parallel database systems m mehta , d dewitt 1997",,vldb j.,,37039,"data placement in parallel database systems s zhou , mh williams",,,
0,839,"towards self-tuning data placement in parallel database systems m lee , m kitsuregawa , b ooi , k tan , a mondal sigmod conference",,,2000.0,37039,"data placement in parallel database systems s zhou , mh williams",,,
0,1829,open object database management systems,,,1994.0,44025,"performance evaluation of a temporal database management system proc . acm sigmod , conf management of data , may ,",r snodgrass,,
0,1840,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,44025,"performance evaluation of a temporal database management system proc . acm sigmod , conf management of data , may ,",r snodgrass,,
0,713,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0,44025,"performance evaluation of a temporal database management system proc . acm sigmod , conf management of data , may ,",r snodgrass,,
0,1749,implementation of magic-sets in a relational database system 1994,"i mumick , h pirahesh",sigmod conference,,44025,"performance evaluation of a temporal database management system proc . acm sigmod , conf management of data , may ,",r snodgrass,,
0,1826,the design and implementation of a sequence database system vldb,"p seshadri , m livny , r ramakrishnan",,1996.0,44025,"performance evaluation of a temporal database management system proc . acm sigmod , conf management of data , may ,",r snodgrass,,
0,842,temporal database system implementations m bіhlen sigmod record,,,1995.0,44025,"performance evaluation of a temporal database management system proc . acm sigmod , conf management of data , may ,",r snodgrass,,
0,2468,anatomy of a native xml base management system vldb j.,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",,2002.0,44025,"performance evaluation of a temporal database management system proc . acm sigmod , conf management of data , may ,",r snodgrass,,
0,1829,open object database management systems,,,1994.0,46640,"query processing in a relational database management system vldb ,","k youssefi , e wong",,1979.0
0,2272,"semantics for update rule programs and implementations in a relational database management system l raschid , j lobo 1996",,acm trans . database syst .,,46640,"query processing in a relational database management system vldb ,","k youssefi , e wong",,1979.0
0,713,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0,46640,"query processing in a relational database management system vldb ,","k youssefi , e wong",,1979.0
0,1749,implementation of magic-sets in a relational database system 1994,"i mumick , h pirahesh",sigmod conference,,46640,"query processing in a relational database management system vldb ,","k youssefi , e wong",,1979.0
0,996,"constructing the next 100 database management systems a geppert , k dittrich",,sigmod record,1994.0,46640,"query processing in a relational database management system vldb ,","k youssefi , e wong",,1979.0
0,758,the mariposa distributed database management system sigmod record,j sidell,,1996.0,46640,"query processing in a relational database management system vldb ,","k youssefi , e wong",,1979.0
0,2575,a multi-paradigm querying approach for a generic multimedia database management system,"j wen , q li , w ma , h zhang",sigmod record,2003.0,46640,"query processing in a relational database management system vldb ,","k youssefi , e wong",,1979.0
0,657,"unisql 's next-generation object-relational database management system a d'andrea , p janus sigmod record",,,1996.0,46640,"query processing in a relational database management system vldb ,","k youssefi , e wong",,1979.0
0,526,storing and querying ordered xml using a relational database system sigmod conference,"i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang",,2002.0,46640,"query processing in a relational database management system vldb ,","k youssefi , e wong",,1979.0
0,2433,"query processing over object views of relational data g fahl , t risch 1997",,vldb j.,,46640,"query processing in a relational database management system vldb ,","k youssefi , e wong",,1979.0
0,1829,open object database management systems,,,1994.0,6685,a schema partition for multimedia database management systems,v turau,,
0,713,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0,6685,a schema partition for multimedia database management systems,v turau,,
0,12,mpeg-7 and multimedia database systems,h kosch,sigmod record,2002.0,6685,a schema partition for multimedia database management systems,v turau,,
0,1829,open object database management systems,,,1994.0,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,203,integrating a structured-text retrieval system with an object-oriented database system 1994,"t yan , j annevelink",vldb,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,151,odefs : a file system interface to an object-oriented database vldb 1994,"n gehani , h jagadish , w roome",,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,2564,index configuration in object-oriented databases 1994,e bertino,vldb j.,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,1981,a cost model for clustered object-oriented databases vldb,"g gardarin , j gruser , z tang",,1995.0,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,1200,query unnesting in object-oriented databases sigmod conference,l fegaras,,1998.0,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,1683,the algres testbed of chimera : an active object-oriented database system 1995,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,2338,"a logical foundation for deductive object-oriented databases m liu , g dobbie , t ling acm trans . database syst . 2002",,,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,632,repositories and object oriented databases sigmod record 1998,p bernstein,,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,562,converting relational to object-oriented databases sigmod record 1997,j fong,,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,1465,the persistent cache : improving oid indexing in temporal object-oriented database systems k nјrvхg vldb,,,1999.0,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,1821,unisql/x unified relational and object-oriented database system w kim,,sigmod conference,1994.0,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,2354,an efficient method for checking object-oriented database schema correctness acm trans . database syst .,"a formica , h grіger , m missikoff",,1998.0,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,960,description logics for semantic query optimization in object-oriented database systems acm trans . database syst . 2003,"d beneventano , s bergamaschi , c sartori",,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
1,1487,"metu interoperable database system a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek sigmod conference 1996",,,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,1127,"the wasa2 object-oriented workflow management system g vossen , m weske 1999",,sigmod conference,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,2300,"a taxonomy for secure object-oriented databases m olivier , s solms 1994",,acm trans . database syst .,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,798,metu interoperable database system sigmod record 1995,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,5,"schema and database evolution in the o2 object database system f ferrandina , t meyer , r zicari , g ferran , j madec 1995",,vldb,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
0,1829,open object database management systems,,,1994.0,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,713,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,2125,discover : keyword search in relational databases 2002,"v hristidis , y papakonstantinou",vldb,,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,1244,vxmlr : a visual xml-relational database system vldb,"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian",,2001.0,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,277,"a system for watermarking relational databases r agrawal , p haas , j kiernan sigmod conference",,,2003.0,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,2203,sideway value algebra for object-relational databases 2002,"g жzsoyoglu , a al-hamdani , i altingіvde , s жzel , ж ulusoy , z жzsoyoglu",vldb,,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,657,"unisql 's next-generation object-relational database management system a d'andrea , p janus sigmod record",,,1996.0,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,2249,declarative updates of relational databases w chen acm trans . database syst .,,,1995.0,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,1380,"object-relational database systems : principles , products , and challenges ( tutorial ) 1997",,,,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,2431,enhanced abstract data types in object-relational databases,p seshadri,vldb j.,1998.0,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,1350,"managing intervals efficiently in object-relational databases h kriegel , m pіtke , t seidl",,vldb,2000.0,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,1833,"dblearn : a system prototype for knowledge discovery in relational databases j han , y fu , y huang , y cai , n cercone sigmod conference",,,1994.0,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,2029,"efficient ir-style keyword search over relational databases v hristidis , l gravano , y papakonstantinou 2003",,vldb,,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,2433,"query processing over object views of relational data g fahl , t risch 1997",,vldb j.,,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,488,"cost estimation of user-defined methods in object-relational database systems j boulos , k ono",,sigmod record,1999.0,9979,object systems over relational databases mk crowe,,"information and software technology ,",1993.0
0,1829,open object database management systems,,,1994.0,48864,"self-managing technology in database management systems s chaudhuri , b dageville , g lohman",,,
0,1840,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,48864,"self-managing technology in database management systems s chaudhuri , b dageville , g lohman",,,
0,713,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0,48864,"self-managing technology in database management systems s chaudhuri , b dageville , g lohman",,,
0,1841,database management systems and the internet vldb,s malaika,,1996.0,48864,"self-managing technology in database management systems s chaudhuri , b dageville , g lohman",,,
0,288,"data grid management systems a jagatheesan , a rajasekar 2003",,sigmod conference,,48864,"self-managing technology in database management systems s chaudhuri , b dageville , g lohman",,,
0,2513,building knowledge base management systems 1996,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,,48864,"self-managing technology in database management systems s chaudhuri , b dageville , g lohman",,,
0,839,"towards self-tuning data placement in parallel database systems m lee , m kitsuregawa , b ooi , k tan , a mondal sigmod conference",,,2000.0,48864,"self-managing technology in database management systems s chaudhuri , b dageville , g lohman",,,
0,1961,"applying database technology in the adsm mass storage system l cabrera , r rees , w hineman vldb 1995",,,,48864,"self-managing technology in database management systems s chaudhuri , b dageville , g lohman",,,
0,1829,open object database management systems,,,1994.0,37494,database management systems in 1990 1982.0,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",
0,1842,dwms : data warehouse management system n mohan 1996,,vldb,,37494,database management systems in 1990 1982.0,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",
0,1944,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003.0,37494,database management systems in 1990 1982.0,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",
0,574,"data management for earth system science j frew , j dozier",,sigmod record,1997.0,37494,database management systems in 1990 1982.0,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",
0,1264,"the araneus web-base management system g mecca , p atzeni , a masci , p merialdo , g sindoni sigmod conference 1998",,,,37494,database management systems in 1990 1982.0,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",
0,758,the mariposa distributed database management system sigmod record,j sidell,,1996.0,37494,database management systems in 1990 1982.0,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",
0,1926,document management as a database problem r bayer vldb,,,1995.0,37494,database management systems in 1990 1982.0,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",
0,1816,parallel database systems in the 1990 's m carey 1994,,sigmod conference,,37494,database management systems in 1990 1982.0,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",
0,2513,building knowledge base management systems 1996,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,,37494,database management systems in 1990 1982.0,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",
0,2185,grid data management systems & services,,,2003.0,37494,database management systems in 1990 1982.0,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",
0,2468,anatomy of a native xml base management system vldb j.,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",,2002.0,37494,database management systems in 1990 1982.0,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",
0,1829,open object database management systems,,,1994.0,9942,modeling battlefield sensor environments with an object database management system,"ma woyna , jh christiansen , cw hield , kl simunich",,
0,1829,open object database management systems,,,1994.0,34902,"extending the object-oriented database management system vodak with active capabilities d darmstadt , w klas , w obermair",,,
0,604,the trigs active object-oriented database system - an overview sigmod record,"g kappel , w retschitzegger",,1998.0,34902,"extending the object-oriented database management system vodak with active capabilities d darmstadt , w klas , w obermair",,,
0,132,"naos - efficient and modular reactive capabilities in an object-oriented database system c collet , t coupaye , t svensen vldb 1994",,,,34902,"extending the object-oriented database management system vodak with active capabilities d darmstadt , w klas , w obermair",,,
0,1829,open object database management systems,,,1994.0,25118,good : agraph-oriented object database system,"m gemis , j paredaens , i thyssens",,
0,203,integrating a structured-text retrieval system with an object-oriented database system 1994,"t yan , j annevelink",vldb,,25118,good : agraph-oriented object database system,"m gemis , j paredaens , i thyssens",,
0,151,odefs : a file system interface to an object-oriented database vldb 1994,"n gehani , h jagadish , w roome",,,25118,good : agraph-oriented object database system,"m gemis , j paredaens , i thyssens",,
0,604,the trigs active object-oriented database system - an overview sigmod record,"g kappel , w retschitzegger",,1998.0,25118,good : agraph-oriented object database system,"m gemis , j paredaens , i thyssens",,
0,1683,the algres testbed of chimera : an active object-oriented database system 1995,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,,25118,good : agraph-oriented object database system,"m gemis , j paredaens , i thyssens",,
0,632,repositories and object oriented databases sigmod record 1998,p bernstein,,,25118,good : agraph-oriented object database system,"m gemis , j paredaens , i thyssens",,
0,1829,open object database management systems,,,1994.0,33801,"acces path selection in a relational database management system p griths , m astrahan , d chamberlin , r lorie , t",,acm sigmod 1979 international conference on management of,
0,1840,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,33801,"acces path selection in a relational database management system p griths , m astrahan , d chamberlin , r lorie , t",,acm sigmod 1979 international conference on management of,
0,713,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0,33801,"acces path selection in a relational database management system p griths , m astrahan , d chamberlin , r lorie , t",,acm sigmod 1979 international conference on management of,
0,1244,vxmlr : a visual xml-relational database system vldb,"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian",,2001.0,33801,"acces path selection in a relational database management system p griths , m astrahan , d chamberlin , r lorie , t",,acm sigmod 1979 international conference on management of,
0,758,the mariposa distributed database management system sigmod record,j sidell,,1996.0,33801,"acces path selection in a relational database management system p griths , m astrahan , d chamberlin , r lorie , t",,acm sigmod 1979 international conference on management of,
0,1829,open object database management systems,,,1994.0,45866,a toolkit for the incremental implementation of heterogeneous database management systems 1992.0,"p drew , r king , d heimbigner","the vldb journal the international journal on very large & hellip ; ,",
0,2272,"semantics for update rule programs and implementations in a relational database management system l raschid , j lobo 1996",,acm trans . database syst .,,45866,a toolkit for the incremental implementation of heterogeneous database management systems 1992.0,"p drew , r king , d heimbigner","the vldb journal the international journal on very large & hellip ; ,",
0,1829,open object database management systems,,,1994.0,22490,"lore : a database management systemfor semistruc-tured data j mchugh , s abiteboul , r goldman , d quass , j widom",,"sigmodrecord ,",
0,528,foreword : management of semistructured data,,,1997.0,22490,"lore : a database management systemfor semistruc-tured data j mchugh , s abiteboul , r goldman , d quass , j widom",,"sigmodrecord ,",
0,280,aurora : a data stream management system sigmod conference,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",,2003.0,22490,"lore : a database management systemfor semistruc-tured data j mchugh , s abiteboul , r goldman , d quass , j widom",,"sigmodrecord ,",
0,1840,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,22490,"lore : a database management systemfor semistruc-tured data j mchugh , s abiteboul , r goldman , d quass , j widom",,"sigmodrecord ,",
0,1841,database management systems and the internet vldb,s malaika,,1996.0,22490,"lore : a database management systemfor semistruc-tured data j mchugh , s abiteboul , r goldman , d quass , j widom",,"sigmodrecord ,",
0,1949,the structured information manager : a database system for sgml documents vldb 1996,r sacks-davis,,,22490,"lore : a database management systemfor semistruc-tured data j mchugh , s abiteboul , r goldman , d quass , j widom",,"sigmodrecord ,",
0,996,"constructing the next 100 database management systems a geppert , k dittrich",,sigmod record,1994.0,22490,"lore : a database management systemfor semistruc-tured data j mchugh , s abiteboul , r goldman , d quass , j widom",,"sigmodrecord ,",
0,1491,"lore : a lightweight object repository for semistructured data d quass , j widom , r goldman , k haas , q luo , j mchugh , s nestorov , a rajaraman , h rivero , s abiteboul , j ullman , j wiener 1996",,sigmod conference,,22490,"lore : a database management systemfor semistruc-tured data j mchugh , s abiteboul , r goldman , d quass , j widom",,"sigmodrecord ,",
0,758,the mariposa distributed database management system sigmod record,j sidell,,1996.0,22490,"lore : a database management systemfor semistruc-tured data j mchugh , s abiteboul , r goldman , d quass , j widom",,"sigmodrecord ,",
0,1829,open object database management systems,,,1994.0,35825,"analytic models for database management system i miyamoto proc . of int . conf . on vldb , sept ,",,,
0,1842,dwms : data warehouse management system n mohan 1996,,vldb,,35825,"analytic models for database management system i miyamoto proc . of int . conf . on vldb , sept ,",,,
0,280,aurora : a data stream management system sigmod conference,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",,2003.0,35825,"analytic models for database management system i miyamoto proc . of int . conf . on vldb , sept ,",,,
0,1840,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,35825,"analytic models for database management system i miyamoto proc . of int . conf . on vldb , sept ,",,,
0,1841,database management systems and the internet vldb,s malaika,,1996.0,35825,"analytic models for database management system i miyamoto proc . of int . conf . on vldb , sept ,",,,
0,570,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997.0,35825,"analytic models for database management system i miyamoto proc . of int . conf . on vldb , sept ,",,,
0,996,"constructing the next 100 database management systems a geppert , k dittrich",,sigmod record,1994.0,35825,"analytic models for database management system i miyamoto proc . of int . conf . on vldb , sept ,",,,
