label,left_id,left_name,left_addr,left_city,left_phone,left_type,left_class,right_id,right_name,right_addr,right_city,right_phone,right_type,right_class
0,6,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,45,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579
0,135,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,62,` sweet lady jane ',' 8360 melrose ave. ',la,213-653-7145,desserts,596
0,168,` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,62,` sweet lady jane ',' 8360 melrose ave. ',la,213-653-7145,desserts,596
0,135,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564
0,16,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564
0,12,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564
0,151,` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564
0,168,` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564
0,6,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564
0,135,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,234,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16
0,170,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,234,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16
1,16,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,234,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16
0,12,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,234,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16
0,151,` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,234,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16
0,6,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,234,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16
0,135,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,224,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6
0,12,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,224,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6
0,151,` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,224,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6
1,6,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,224,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6
0,156,` pacific dining car ',' 6th st. ',` los angeles ',213/483 -6000,american,153,122,` andre \ 's french restaurant ',' 401 s. 6th st. ',` las vegas ',702-385-5016,` french ( classic ) ',656
0,119,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,122,` andre \ 's french restaurant ',' 401 s. 6th st. ',` las vegas ',702-385-5016,` french ( classic ) ',656
0,156,` pacific dining car ',' 6th st. ',` los angeles ',213/483 -6000,american,153,213,` ti couz ',' 3108 16th st. ',` san francisco ',415-252-7373,french,748
1,55,` rainbow room ','30 rockefeller plaza ',` new york ',212/632 -5000,` or 212/632 -5100 american ',55,273,` rainbow room ','30 rockefeller plaza ',` new york city ',212-632-5000,` american ( new ) ',55
1,97,` cafe claude ',' 7 claude la . ',` san francisco ',415/392 -3505,french,97,315,` cafe claude ',' 7 claude ln . ',` san francisco ',415-392-3505,` french bistro ',97
0,452,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452,134,` nicky blair \ 's ',' 3925 paradise rd. ',` las vegas ',702-792-9900,italian,668
0,69,` le montrachet ',' 3000 w. paradise rd. ',` las vegas ',702/732 -5111,continental,69,134,` nicky blair \ 's ',' 3925 paradise rd. ',` las vegas ',702-792-9900,italian,668
0,452,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452,287,` le montrachet bistro ',' 3000 paradise rd. ',` las vegas ',702-732-5651,` french bistro ',69
1,69,` le montrachet ',' 3000 w. paradise rd. ',` las vegas ',702/732 -5111,continental,69,287,` le montrachet bistro ',' 3000 paradise rd. ',` las vegas ',702-732-5651,` french bistro ',69
0,452,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452,55,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,589
0,21,valentino,' 3115 pico blvd. ',` santa monica ',310/829 -4313,italian,21,55,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,589
0,76,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,55,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,589
0,236,` ernie \ 's ',' 2150 broadway between 75th and 76th sts . ',` new york ',212/496 -1588,american,234,55,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,589
0,452,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452,26,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560
0,485,` jack \ 's ',' 615 sacramento st. ',` san francisco ',415/986 -9854,` old san francisco ',485,26,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560
0,236,` ernie \ 's ',' 2150 broadway between 75th and 76th sts . ',` new york ',212/496 -1588,american,234,26,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560
0,498,` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,mediterranean,498,26,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560
0,83,` heera of india ',' 595 piedmont ave. rio shopping mall ',atlanta,404/876 -4408,asian,83,104,` rose of india ',' 308 e. sixth st. ',` new york city ',212-533-5011,indian,638
0,490,` l \ ` osteria del forno ',' 519 columbus ave. ',` san francisco ',415/982 -1124,italian,490,189,` campo santo ',' 240 columbus ave. ',` san francisco ',415-433-9623,mexican,724
0,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
0,449,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
0,444,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
0,448,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
0,429,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
0,438,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
0,67,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
0,433,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
0,68,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
0,424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
0,70,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
0,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
0,449,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
0,437,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
0,444,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
0,448,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
0,446,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
0,429,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
0,67,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
0,72,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
0,424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
0,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664
0,448,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664
0,446,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664
0,429,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664
0,438,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664
0,67,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664
0,72,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664
0,68,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664
0,424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664
0,431,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664
0,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,140,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674
0,437,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,140,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674
0,444,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,140,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674
0,448,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,140,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674
0,446,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,140,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674
0,72,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,140,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674
0,68,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,140,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674
0,424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,140,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674
0,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,288,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70
0,437,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,288,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70
0,444,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,288,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70
0,429,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,288,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70
0,433,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,288,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70
1,70,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,288,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70
0,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,449,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,437,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,444,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,448,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,446,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,429,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,438,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,67,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,433,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
1,72,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,68,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,431,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
0,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,128,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662
0,449,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,128,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662
0,437,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,128,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662
0,446,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,128,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662
0,438,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,128,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662
0,67,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,128,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662
0,433,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,128,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662
0,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,285,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67
0,437,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,285,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67
0,448,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,285,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67
0,446,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,285,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67
0,438,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,285,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67
1,67,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,285,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67
0,433,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,285,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67
0,68,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,285,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67
0,424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,285,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67
0,431,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,285,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67
0,495,maykadeh,' 470 green st. ',` san francisco ',415/362 -8286,` greek and middle eastern ',495,159,` greenwood \ 's ',' 1087 green st. ',roswell,770-992-5383,southern/soul,693
0,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
0,230,` dix et sept ',' 181 w. 10th st. ',` new york ',212/645 -8023,french,228,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
1,52,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
0,46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
0,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
0,66,` virgil \ 's ',' 152 w. 44th st. ',` new york ',' 212 / 921-9494 ',american,66,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
0,45,` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
0,329,` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
0,318,` osteria al droge ',' 142 w. 44th st. ',` new york ',212/944 -3643,italian,317,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
0,273,` jean lafitte ','68 w. 58th st. ',` new york ',212/751 -2323,french,272,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
0,449,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,123,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657
0,444,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,123,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657
0,446,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,123,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657
0,429,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,123,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657
0,438,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,123,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657
0,67,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,123,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657
0,70,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,123,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657
0,449,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,125,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
0,437,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,125,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
0,444,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,125,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
0,446,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,125,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
0,429,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,125,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
0,438,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,125,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
0,67,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,125,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
0,433,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,125,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
0,72,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,125,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
0,70,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,125,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
0,431,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,125,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
0,449,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,286,` coyote cafe ( las vegas ) ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7349,southwestern,68
0,446,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,286,` coyote cafe ( las vegas ) ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7349,southwestern,68
