label,left_id,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_id,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released
0,3549,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Turn Around ( 5,4,3,2,1 ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 5:09",Flo Rida,,,,,,19-Apr-11,19057,"Gdfr ( Feat . Sage The Gemini & Lookas ) [ K. Theory Remix ] Rap & Hip-Hop $ 1.29 3:08 January 21 , 2015",Flo Rida,Gdfr ( Feat . Sage The Gemini & Lookas ) [ Remixes ],,,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,
0,1625,"Fake ( Demo ) Us and Them ( Deluxe Version ) Rock , Music , Metal , Hard Rock , Alternative 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 4-Oct-05",Shinedown,,,$ 1.29,,5:05,,27515,Left Out [ Demo ] Shinedown 2015 Mad Decent,,Leave A Whisper ( Deluxe ),Rock,$ 1.29,,3:36,"May 27 , 2003"
1,2749,"Whateva ( feat . Monty ) Fetty Wap Hip-Hop/Rap , Music , Rap 2015 300 Entertainment/RGF Productions",,Fetty Wap ( Deluxe ),,Album Only,,5:11,,17161,"Whateva ( feat . Monty ) [ Clean ] Fetty Wap ( Deluxe ) [ Clean ] $ 1.29 ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves 5:11 September 25 , 2015",Fetty Wap,,Rap & Hip-Hop,,,,
0,5409,Every Time You Go Bright Lights ( Deluxe Version ) ‰ ãÑ 2010 Polydor Ltd. ( UK ) 29-Nov-10,Ellie Goulding,,"Pop , Music , Dance , Rock",$ 1.29,,3:25,,20551,"I Know You Care $ 1.29 3:26 August 27 , 2013",Ellie Goulding,Halcyon ( Deluxe ),Pop,,( C ) 2013 Polydor Ltd. ( UK ),,
1,1148,Goner twenty one pilots,,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,15-May-15,7757,Goner twenty one pilots Alternative Rock $ 1.29 3:56,,Blurryface,,,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,"May 15 , 2015"
0,1309,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20 24-Nov-14",,,,$ 1.29,,,,34898,Gettin ' Over You ( Feat . Fergie & Lmfao ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,David Guetta,One Love ( Deluxe Version ),,$ 1.29,,3:07,"August 21 , 2009"
0,1263,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09,David Guetta,One Love ( Deluxe Version ),"Dance , Music",,,,,34898,Gettin ' Over You ( Feat . Fergie & Lmfao ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,David Guetta,One Love ( Deluxe Version ),,$ 1.29,,3:07,"August 21 , 2009"
0,5071,Obsession ( feat . JD Davis & Miss B ) Pop Life ( Extended Version ) [ Bonus Version ] Album Only 3:06 18-Sep-07,David Guetta,,"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",,‰ ãÑ 2007 Gum Records,,,34920,"Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 3:31 August 21 , 2009",,,,$ 1.29,,,
0,1264,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France,,One Love ( Deluxe Version ),"Dance , Music",,,2:51,21-Aug-09,34920,"Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 3:31 August 21 , 2009",,,,$ 1.29,,,
0,317,Epilogue ( feat . George the Poet ) $ 1.29 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 1:28 6-May-14,Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",,,,,22283,Wonder [ feat . Emeli SandÌ © ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ Explicit ] $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 3:27,,,Pop,,,,"May 6 , 2014"
1,467,Sunburn ( Bonus Track ) #NAME ?,Ed Sheeran,,"Singer/Songwriter , Music",$ 1.29,2011 Warner Music UK Limited,4:35,9-Sep-11,362,"Sunburn ( Deluxe Edition ) Ed Sheeran #NAME ? Pop 4:35 September 9 , 2011",,,,$ 1.29,Doll records,,
1,6458,I Do n't Believe You ( Main Version ) $ 1.29 ‰ ãÑ LaFace Recording LLC 4:36 28-Oct-08,P!NK,Funhouse,"Pop , Music , R&B / Soul , Dance , Pop/Rock",,,,,18807,"I Do n't Believe You P!nk Funhouse ( Explicit ) R&B , Pop ( c ) 2006 Roadshow 4:36 October 28 , 2008",,,,$ 1.29,,,
0,2841,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker ) Mark Ronson Uptown Special Pop , Music , R&B / Soul , Funk , Soul $ 1.29 2:16",,,,,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",,13-Jan-15,52852,"Crack In the Pearl Uptown Special [ Clean ] January 13 , 2015",Mark Ronson,,Pop,$ 1.29,2015 Real Sounds,2:25,
0,5085,"You & Me ( feat . Eliza Doolittle ) Disclosure Settle ( Deluxe Version ) Electronic , Music 15-Apr-14",,,,$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:26,,40496,"Defeated No More [ feat . Edward Macfarlane ] Settle Electronica , Dance & Electronic June 11 , 2013",Disclosure,,,$ 1.29,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",6:07,
0,1183,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) 2:51,David Guetta,,"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,34915,"I Wan na Go Crazy ( Feat . Will.I.Am ; Extended ; Continuous Mix Version ) 4:54 August 21 , 2009",David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,
0,1183,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) 2:51,David Guetta,,"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,31278,"Whoremonger ( Album Version ( Explicit ) ) [ Explicit ] $ 0.99 ( C ) 2003 Universal Records , a Division of UMG Recordings , Inc. 1:02 May 20 , 2003",David Banner,Mississippi-The Album ( Explicit Version ),Pop,,,,
0,2742,"Whateva ( feat . Monty ) Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap 2015 300 Entertainment/RGF Productions 5:11",Fetty Wap,,,Album Only,,,,17206,My Way ( feat . Monty ) [ Explicit ] Fetty Wap Rap & Hip-Hop $ 1.29,,Fetty Wap [ Explicit ],,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:33,"September 25 , 2015"
0,2459,"O Little Town of Bethlehem All I Want for Christmas Is a Real Good Tan Holiday , Music , Country , Honky Tonk , Contemporary Country , Christmas 4:18 4-Oct-03",Kenny Chesney,,,$ 0.99,2003 BMG Music,,,10377,"Sweet Little Jesus Boy 3:04 August 17 , 2000",Kenny Rogers,Christmas Greetings,"Holiday , Christmas , Miscellaneous",$ 1.29,"( C ) 2000 Capitol Records , LLC",,
0,3573,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:36",Flo Rida,"Only One Flo , Pt. 1","Hip-Hop/Rap , Music , Rap , Dirty South",$ 1.29,,,24-Nov-10,53964,"Street Money ( feat . Rick Ross ) [ Explicit ] Welcome to Flo Rida [ Explicit ] Rap & Hip-Hop $ 0.99 2015 CMG Records 3:57 April 6 , 2015",Flo Rida,,,,,,
0,1344,"Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ] Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP Dance , Music",Zedd,,,$ 1.29,2015 Interscope Records,4:15,10-Jul-15,10527,"Clarity ( Zedd Union Mix ) [ feat . Foxes ] Zedd Clarity ( Remixes ) Dance & Electronic $ 1.29 3:28 February 12 , 2013",,,,,( C ) 2013 Interscope Records,,
1,6218,"We Run Sugarland Love On the Inside ( Deluxe Fan Edition ) Country , Music , Rock , Contemporary Country , Southern Rock , Contemporary Bluegrass $ 1.29 3:55 22-Jul-08",,,,,"‰ ãÑ 2008 Mercury Records , a Division of UMG Recordings , Inc.",,,29583,We Run $ 1.29,Sugarland,Love On The Inside,Country,,"( C ) 2008 Mercury Records , a Division of UMG Recordings , Inc.",3:56,"July 29 , 2008"
0,1159,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09",,,,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,,28024,"S.T.O.P ( feat . Ryan Tedder ) David Guetta Dance & Electronic November 24 , 2014",,Listen ( Deluxe ),,$ 1.29,2015 If Moving Your Mine,3:34,
0,3360,"That Good Snoop Dogg & Wiz Khalifa Soundtrack,Music,Hip-Hop / Rap , Hardcore Rap , West Coast Rap , Gangsta Rap , Rap , Soundtrack $ 1.29 3:48",,Mac and Devin Go to High School ( Music from and Inspired By the Movie ),,,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,9-Dec-11,17651,I 'm Good [ Explicit ] Wiz Khalifa Flight School [ Explicit ] 2013 Mad Decent 2:32,,,Rap & Hip-Hop,$ 0.99,,,"April 17 , 2009"
0,1317,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Nothing But the Beat Dance , Music , House , Electronic , Rock $ 1.29 2011 What A Music Ltd , Licence exclusive Parlophone Music France",David Guetta,,,,,3:34,26-Aug-11,34002,"Little Bad Girl ( Feat . Taio Cruz & Ludacris ) [ Explicit ] David Guetta Dance & Electronic $ 1.29 August 26 , 2011",,Nothing But The Beat,,,2009 Andy Henningsen,3:12,
1,1151,Truce twenty one pilots,,Vessel,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,4-Jan-13,53282,"Truce twenty one pilots Alternative Rock , Indie & Lo-Fi ( C ) 2000 Columbia Pictures Industries , Inc. January 4 , 2013",,Vessel,,$ 1.29,,2:22,
0,1579,Second Chance ( Live Acoustic from Kansas City ) Somewhere In the Stratosphere ( Live ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,,"Rock , Music , Metal , Alternative , Hard Rock",,,5:06,18-Apr-11,41572,Diamond Eyes ( Boom-Lay Boom-Lay Boom ) [ Live From Washington State ] Shinedown $ 1.29 5:44,,Somewhere In The Stratosphere,Rock,,( C ) 2005 MCA Nashville,,"April 18 , 2011"
0,1579,Second Chance ( Live Acoustic from Kansas City ) Somewhere In the Stratosphere ( Live ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,,"Rock , Music , Metal , Alternative , Hard Rock",,,5:06,18-Apr-11,41593,Devour ( Live Acoustic From Kansas City ) Shinedown Somewhere In The Stratosphere $ 1.29,,,Rock,,( C ) 2005 MCA Nashville,3:53,"April 18 , 2011"
0,252,"VHS Outro ( Interlude ) X Ambassadors VHS Alternative , Music , Rock , Adult Alternative 2015 KIDinaKORNER/Interscope Records 1:25",,,,$ 1.29,,,30-Jun-15,52996,Smoke ( Interlude ) [ Explicit ] ( C ) 2015 KIDinaKORNER/Interscope Records,X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,,0:24,"June 30 , 2015"
1,2399,That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ] Kenny Chesney & Willie Nelson 4:16 2008,,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk",$ 0.99,"2008 Blue Chair Records , LLC",,,29849,"That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ) Country , Contemporary Country $ 0.99 ( P ) 2008 Blue Chair Records , LLC 4:16",Kenny Chesney,Lucky Old Sun,,,,,"October 21 , 2008"
0,1260,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2010 Gum Prod licence exclusive Parlophone Music France 2:51,David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,,,21-Aug-09,34919,"Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",,,,,,,
0,1260,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2010 Gum Prod licence exclusive Parlophone Music France 2:51,David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,,,21-Aug-09,54194,When Love Takes Over ( feat . Kelly Rowland ) [ Electro Radio Edit ] $ 0.99,David Guetta,When Love Takes Over ( feat . Kelly Rowland ),Dance & Electronic,,"( C ) 2015 The Valory Music Co. , LLC",3:02,"May 5 , 2009"
0,4980,Hurt a Lot Worse When You Go Toby Keith ‰ ãÑ 2011 TriPower,,"Beyond The Hits , Vol . 1","Country , Music",Album Only,,4:21,20-Dec-11,20081,"Days Go By Keith Urban Greatest Hits - 18 Kids $ 1.29 å © 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash 3:49",,,Country,,,,"November 20 , 2007"
1,1489,Through the Ghost $ 1.29 4:01 23-Mar-12,Shinedown,Amaryllis,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,3898,"Through The Ghost Amaryllis $ 1.29 Krankbrother March 23 , 2012",Shinedown,,Rock,,,4:01,
0,5079,"White Noise ( feat . AlunaGeorge ) Disclosure Electronic , Music $ 1.29 ‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited 15-Apr-14",,Settle ( Deluxe Version ),,,,4:37,,40453,"Voices ( Wookie Remix ) [ feat . Sasha Keable ] Disclosure Settle ( The Remixes ) Electronica , Dance & Electronic 5:33",,,,$ 1.29,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,"December 16 , 2013"
0,2987,Blame ( feat . John Newman ) [ BURNS Remix ] Blame ( Remixes ) [ feat . John Newman ] - EP $ 1.29 2014 Sony Music Entertainment UK Limited 4:17 10-Nov-14,Calvin Harris,,"Dance , Music",,,,,37085,"Pray to God ( R3hab Remix ) Pray to God ( Remixes ) $ 1.29 September 25 , 2015",Calvin Harris feat . HAIM,,Dance & Electronic,,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",4:31,
0,2979,"Thinking About You ( feat . Ayah Marar ) [ Michael Brun Remix ] Thinking About You ( feat . Ayah Marar ) [ Remixes ] Dance , Music 2013 Sony Music Entertainment UK Limited 5:42",Calvin Harris,,,$ 1.29,,,2-Aug-13,37085,"Pray to God ( R3hab Remix ) Pray to God ( Remixes ) $ 1.29 September 25 , 2015",Calvin Harris feat . HAIM,,Dance & Electronic,,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",4:31,
0,2809,"Otherside Remix ( Live ) Otherside Remix ( Live ) - Single Hip-Hop/Rap , Music 2011 Macklemore , LLC 31-Aug-11",Macklemore & Ryan Lewis,,,$ 0.99,,6:10,,28356,"English Girls Approximately ( Live in London 2 ) Ryan Adams Live After Deaf ( London 2 ) Folk , Rock $ 0.99",,,,,2012 PAXAM RECORDS,5:08,"July 2 , 2012"
0,2809,"Otherside Remix ( Live ) Otherside Remix ( Live ) - Single Hip-Hop/Rap , Music 2011 Macklemore , LLC 31-Aug-11",Macklemore & Ryan Lewis,,,$ 0.99,,6:10,,44223,"Gim me Something Good ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ten Songs From Live At Carnegie Hall [ Explicit ] Rock 6:36 June 9 , 2015",Ryan Adams,,,$ 1.29,( C ) 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,,
1,3093,"Electro Man I Created Disco Electronic , Music , Pop , Dance , Rock $ 0.99 2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited",Calvin Harris,,,,,4:58,11-Jun-07,22994,Electro Man,Calvin Harris,I Created Disco,"Dance & Electronic , Pop , House",$ 0.99,2002 Defected Records Ltd,4:56,"February 22 , 2012"
0,1278,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France,,,"Dance , Music",,,2:51,21-Aug-09,34912,"When Love Takes Over ( Feat . Kelly Rowland ; Electro Extended ; Continuous Mix Version ) Dance & Electronic $ 1.29 4:23 August 21 , 2009",David Guetta,One Love ( Deluxe Version ),,,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,
0,1278,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France,,,"Dance , Music",,,2:51,21-Aug-09,27994,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe ) 3:20 November 24 , 2014",,,Dance & Electronic,$ 1.29,2015 If Moving Your Mine,,
0,1343,Find You ( feat . Matthew Koma & Miriam Bryant ) [ Mike Hawkins Remix ] Zedd $ 1.29 2014 Interscope Records 4:26 8-Apr-14,,Find You ( Remixes ),"Dance , Music , Electronic",,,,,6231,Beautiful Now ( KDrew Remix ) [ feat . Jon Bellion ] Dance & Electronic $ 1.29 ( C ) 2015 Interscope Records 3:59,Zedd,Beautiful Now ( Remixes ),,,,,"July 10 , 2015"
1,508,Afire Love Ed Sheeran 5:14 20-Jun-14,,x,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,"2014 Asylum Records UK , a Warner Music UK Company",,,55899,Afire Love Ed Sheeran 5:14,,x,Pop,$ 1.29,( C ) 2014 mau5trap Recordings Ltd,,"June 20 , 2014"
1,588,"Afire Love Ed Sheeran Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative $ 1.29 2014 Asylum Records UK , a Warner Music UK Company 5:14",,x,,,,,20-Jun-14,55899,Afire Love Ed Sheeran 5:14,,x,Pop,$ 1.29,( C ) 2014 mau5trap Recordings Ltd,,"June 20 , 2014"
0,6624,"This Love ( Karaoke Version ) Pop , Music 4:07 3-Mar-15",Taylor Swift,Taylor Swift Karaoke : 1989,,$ 1.29,"‰ ãÑ 2014 Big Machine Records , LLC",,,800,"This Love 1989 Pop ( C ) 2014 Big Machine Records , LLC . 4:10 October 27 , 2014",Taylor Swift,,,$ 1.29,,,
0,4761,Stay the Night ( feat . Hayley Williams ) Album Only,Zedd,"NOW That 's What I Call Music , Vol . 49","Pop , Music",,"‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment",3:34,4-Feb-14,6229,Beautiful Now ( Zonderling Remix ) [ feat . Jon Bellion ] Beautiful Now ( Remixes ),Zedd,,Dance & Electronic,$ 1.29,( C ) 2015 Interscope Records,3:53,"July 10 , 2015"
0,4761,Stay the Night ( feat . Hayley Williams ) Album Only,Zedd,"NOW That 's What I Call Music , Vol . 49","Pop , Music",,"‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment",3:34,4-Feb-14,6235,"Beautiful Now ( Scout Remix ) [ feat . Jon Bellion ] Beautiful Now ( Scout Remix ) $ 1.29 October 9 , 2015",Zedd,,Dance & Electronic,,( C ) 2015 Interscope Records,3:18,
1,642,I 've Got All This Ringing In My Ears and None On My Fingers Fall Out Boy Infinity On High $ 0.99 2007 The Island Def Jam Music Group 4:06 6-Feb-07,,,"Alternative , Music , Rock , Adult Alternative , Punk",,,,,24635,"I 've Got All This Ringing In My Ears And None On My Fingers Fall Out Boy Infinity On High Rock $ 0.99 February 6 , 2007",,,,,( C ) 2007 The Island Def Jam Music Group,4:06,
1,254,"Shining X Ambassadors Alternative , Music , Rock , Adult Alternative , Electronic $ 1.29 2015 KIDinaKORNER/Interscope Records 3:40 10-Aug-15",,The Reason - EP,,,,,,49104,Shining X Ambassadors Alternative Rock $ 1.29 ( C ) 2015 KIDinaKORNER/Interscope Records 3:37,,The Reason EP,,,,,"August 10 , 2015"
0,4730,"Kaskade - Fire & Ice Booklet Fire & Ice Dance , Music , House , Electronic 2011 Ultra Records , Inc. 25-Oct-11",Kaskade,,,Album Only,,--,,17350,"ICE ( Kaskades ICE Mix ) Kaskade Dance & Electronic , House $ 1.29 2012 Coastal Entertainment 4:30",,Fire & Ice,,,,,"July 23 , 2013"
1,6857,Fly Solo 28-Mar-11,Wiz Khalifa,Rolling Papers ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.29,‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:20,,39318,Fly Solo [ Clean ] Wiz Khalifa $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ],Rap & Hip-Hop,,,3:20,"March 28 , 2011"
0,4426,"Act My Age FOUR ( Ultimate Edition ) Pop , Music 3:18 17-Nov-14",One Direction,,,$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,,,43699,"Change My Mind Take Me Home : Yearbook Edition $ 1.29 3:32 November 9 , 2012",One Direction,,Pop,,2008 Big Love,,
0,1312,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51",,,,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,28022,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) David Guetta Dance & Electronic $ 1.29 2015 If Moving Your Mine 3:12",,Listen ( Deluxe ),,,,,"November 24 , 2014"
0,1312,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51",,,,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,28005,Sun Goes Down ( Feat . Magic ! & Sonny Wilson ) $ 1.29 2015 If Moving Your Mine,David Guetta,Listen ( Deluxe ),Dance & Electronic,,,3:31,"November 24 , 2014"
0,1312,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51",,,,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,28011,Shot me Down ( feat . Skylar Grey ) [ Radio Edit ] David Guetta Listen ( Deluxe ) Dance & Electronic $ 1.29 3:11,,,,,2015 If Moving Your Mine,,"November 24 , 2014"
0,5707,"Ha ( feat . Brisco & 4 Mill ) Hip-Hop/Rap , Music Album Only 3:54",Flo Rida,R.O.O.T.S. ( Deluxe Version ),,,‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,30-Mar-09,37649,"Shone [ Feat . Pleasure P ] R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ] ( C ) 2012 Motown Records , a Division of UMG Recordings , Inc.",Flo Rida,,Rap & Hip-Hop,$ 1.29,,4:13,"March 30 , 2009"
1,5806,Take You Believe $ 1.29 ‰ ãÑ 2012 The Island Def Jam Music Group 19-Jun-12,Justin Bieber,,"Pop , Music , Dance , Vocal , Teen Pop , Rock",,,3:40,,6499,"Take You ( Album Version ) Pop $ 1.29 ( C ) 2012 The Island Def Jam Music Group 3:40 June 19 , 2012",Justin Bieber,Believe,,,,,
0,1447,Second Chance ( Live Acoustic from Kansas City ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 18-Apr-11,Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",,,5:06,,41580,Simple Man ( Live From Washington State ) Shinedown Somewhere In The Stratosphere Rock ( C ) 2005 MCA Nashville,,,,$ 1.29,,7:35,"April 18 , 2011"
0,330,Lifted ( feat . Emeli Sand ' © & Professor Green ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,6-May-14,22285,Never Been The Same [ feat . Thabo ] Hotel Cabana ( Deluxe Version ) [ Explicit ] $ 1.29,Naughty Boy,,Pop,,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:29,"May 6 , 2014"
0,1273,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 2:51,,One Love ( Deluxe Version ),"Dance , Music",,,,21-Aug-09,31286,"My Shawty ( Album Version ( Explicit ) ) [ feat . Fiend ] [ Explicit ] $ 0.99 May 20 , 2003",David Banner,Mississippi-The Album ( Explicit Version ),Pop,,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",3:54,
0,1268,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 21-Aug-09,,One Love ( Deluxe Version ),"Dance , Music",,,2:51,,31286,"My Shawty ( Album Version ( Explicit ) ) [ feat . Fiend ] [ Explicit ] $ 0.99 May 20 , 2003",David Banner,Mississippi-The Album ( Explicit Version ),Pop,,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",3:54,
